, TxHash, BlockHeight, TimesStamp, From, To, Value
0, 0, 0, 1499007721, 0x93434c81cfb145f3a6721ddf81cbef24187bf7e9, , 0.0
0, 0, 0, 1499015850, 0x0b7e76b1bbc0012d1cfd88f37439673355d449f7, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.030657504000000002
0, 0, 0, 1499042938, 0xee9d3287c34324f28e06991a2d8b8ed0eaaeebd1, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 6.1000000000000005
0, 0, 0, 1499046816, 0x3833f8dbdbd6bdcb6a883ff209b869148965b364, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 5.0
0, 0, 0, 1499048129, 0x005a9c91ca71f9f69a4b3ad38c4b582e13595805, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 25.000000000000004
0, 0, 0, 1499052182, 0x8729b49611bf81fcfdc37e98f535197d0dace0e6, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.5
0, 0, 0, 1499060859, 0x50b4a84c42925c8eb67b64733cf9593146b972e1, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.18000000000000002
0, 0, 0, 1499068463, 0x424365359eca7d53ab2843f78a7c588fe915589a, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 1.7000000000000002
0, 0, 0, 1499072787, 0x424365359eca7d53ab2843f78a7c588fe915589a, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 1.0
0, 0, 0, 1499074934, 0x67ecbc96d3e099eea81531f960f5ebec13d6edb6, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.333
0, 0, 0, 1499098752, 0x1bdae4b258af8201dbe0e577c3bd09d9e99ac984, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 3.0025822000000004
0, 0, 0, 1499120175, 0x558323a0c155a5d7480f970d977081d0e227a265, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.5
0, 0, 0, 1499131616, 0x4bad4b39349dc3cbdb977efcafc8d17b31cbd066, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.08700000000000001
0, 0, 0, 1499131773, 0x6065354f5db36cc71abe7e48a44e2d8e779bdf2f, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.77
0, 0, 0, 1499131877, 0x6065354f5db36cc71abe7e48a44e2d8e779bdf2f, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.77
0, 0, 0, 1499131968, 0x6065354f5db36cc71abe7e48a44e2d8e779bdf2f, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.769762586
0, 0, 0, 1499132171, 0x6065354f5db36cc71abe7e48a44e2d8e779bdf2f, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.76
0, 0, 0, 1499151547, 0xc1b201d8194262af2ac137f7882442869c5183ac, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 1.0
0, 0, 0, 1499167584, 0x0f5bdbcdab959c0f173e99b70e30198c0fe8f8a3, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.08
0, 0, 0, 1499175971, 0x4f5ec0749950890265421dbce84e0c793af631d4, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.0
0, 0, 0, 1499194940, 0x7d77f07a0ecfde4de6cdf8f9f446cd31591e486f, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.2
0, 0, 0, 1499255018, 0x00b3ff890f26c5d6547a2d189cc4c32b3f8a2cad, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.1
0, 0, 0, 1499257419, 0xc753ca58c3793ce76c0579ee3e6d1f9e050abc6b, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.30000000000000004
0, 0, 0, 1499278154, 0x2aadfd9dfc66b89c1d7f1bbdf55dd2b85addd1dd, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.30000000000000004
0, 0, 0, 1499278314, 0x2aadfd9dfc66b89c1d7f1bbdf55dd2b85addd1dd, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.122042676
0, 0, 0, 1499814010, 0xd03de2ccb0ae2b7e79103911f36ed55674ff8461, 0xd7cb65c907815d1852e246198aa7687e06d96e53, 0.21535684400000002
