, TxHash, BlockHeight, TimesStamp, From, To, Value
0, 0, 0, 1576308465, 0x17c96b587fe67f469a5093f462834fa1e0431a64, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0.24541708
0, 0, 0, 1576308529, 0x83053c32b7819f420dcfed2d218335fe430fe3b5, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0.0
0, 0, 0, 1576308529, 0x14944e01932cf632166c8d4bc9a1a19f4c620a2b, 0x204e94d77aea416586777648dac8f39f57fd0b66, 50.00000000000001
0, 0, 0, 1576308621, 0x6a7d99c4203aebe440d2f63f00e3f1bf4ec2c8db, 0x204e94d77aea416586777648dac8f39f57fd0b66, 49.99997900000001
0, 0, 0, 1576308686, 0xdcf7a30fe383d72ee9b2683f0ca05aa3eb8db617, 0x204e94d77aea416586777648dac8f39f57fd0b66, 100.00000000000001
0, 0, 0, 1576308979, 0x742dfa20a3ce04850a0c705317b749ff4fd2a5fd, 0x204e94d77aea416586777648dac8f39f57fd0b66, 299.997018
0, 0, 0, 1576309151, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0xd1f9bf780a2b425553e62235423efba139457a31, 50.000798
0, 0, 0, 1576310233, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0x094762396aaa32079a0eb7b58b7db09d52a2d43b, 50.00063
0, 0, 0, 1576311359, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0xcb1db97e571463aee80dc803cf06cf9ea0f23563, 50.00000000000001
0, 0, 0, 1576312152, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0xcb1db97e571463aee80dc803cf06cf9ea0f23563, 50.00000000000001
0, 0, 0, 1576314699, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0xcb1db97e571463aee80dc803cf06cf9ea0f23563, 10.0
0, 0, 0, 1576315717, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0xcb1db97e571463aee80dc803cf06cf9ea0f23563, 10.0
0, 0, 0, 1576545149, 0x204e94d77aea416586777648dac8f39f57fd0b66, 0xfa2aac755b2c05f52e41757d2c4b36aafd0d7a5c, 280.23817208
